Message_id,Day_of_week,Date,Sender,Subject,Body
559,Friday,02/21/2020,Data Science Prep <team@datascienceprep.com>,[Product] Difficulties in A/B testing: Airbnb [Easy] ,"*Data Science Prep* 

Good morning!

Here's today's problem:

This problem was asked by Airbnb.

What are some factors that might make testing metrics on the Airbnb platform
difficult?

"
560,Friday,02/21/2020,Daily Product Prep <daily@dailyproductprep.com>,Daily Product Prep #45: Why did Microsoft buy GitHub?  ,"*Product Management Prep* 

Good morning!

Here's today's problem:

This problem was asked recently by Microsoft.

We bought GitHub for $7.5 billion in 2018. Name some reasons for the acquisition.

Make it harder? Provide at least 3 separate reasons.


"
561,Friday,02/21/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #459 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Uber.

Write a program that determines the smallest number of perfect squares that sum
up to N.

Here are a few examples:

 * Given N = 4, return 1 (4)
 * Given N = 17, return 2 (16 + 1)
 * Given N = 18, return 2 (9 + 9)

"
562,Saturday,02/22/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #460 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by LinkedIn.

You are given a string consisting of the letters x and y, such as xyxxxyxyy. In
addition, you have an operation called flip, which changes a single x to y or
vice versa.

Determine how many times you would need to apply this operation to ensure that
all x's come before all y's. In the preceding example, it suffices to flip the
second and sixth characters, so you should return 2.

"
563,Sunday,02/23/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #461 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Facebook.

There is an N by M matrix of zeroes. Given N and M, write a function to count
the number of ways of starting at the top-left corner and getting to the
bottom-right corner. You can only move right or down.

For example, given a 2 by 2 matrix, you should return 2, since there are two
ways to get to the bottom-right:

 * Right, then down
 * Down, then right

Given a 5 by 5 matrix, there are 70 ways to get to the bottom-right.

"
564,Sunday,02/23/2020,Daily Product Prep <daily@dailyproductprep.com>,4 Tips To Network Effectively ,"*Product Management Prep* 

Networking is a useful skill whether you're looking for a job or just looking to
meet people in the industry. It can open doors for you in the future and forge
solid friendships or business relationships. One thing people struggle with is
the actual art of networking. It's not as simple as grabbing a coffee with
someone and firing off a list of questions - there's way more to it.

By following these four tips, we're sure you can create more fruitful networking
sessions and forge stronger relationships with people:

 * Have a purpose and be direct
 * Ask about things outside the 9 - 5
 * Continuing the chain
 * Follow up!

HAVE A PURPOSE AND BE DIRECT
Too many times have people asked us for coffee without a clear purpose. Before
asking someone to network you should first ask yourself, ""What do I event want?
"". If you're unable to answer that question, then you might want to rethink
grabbing a coffee with someone.

Once you do have a good reason to network with someone, it's just as important
to be direct. Let them know why you're reaching out. It's okay if your needs
seem selfish at first - if you're looking to learn more about a job at a
company, say it! There's no use beating around the bush because if someone
agrees to meet you, it's so they can offer their help in ways they think is
suitable. If you don't tell them what you specifically are looking to gain, they
won't know how to help you.

Here are some reasons why you might want to network with someone:

 * Learn more about a job and potentially get a referral
 * Learn more about product management or another field
 * Trying to be introduced to someone they know
 * Access to funding
 * Validate product ideas
 * An informal user interview
 * Gain a mentor in a space you're interested in
 * Asking about specific experiences they have

ASK ABOUT THINGS OUTSIDE THE 9-5
Lastly, even though networking is primarily business, there's a human element to
networking. Besides just talking, you're building a relationship with someone.
Asking about things outside of their work shows interest and makes things more
casual. By creating a more casual experience you open the door for more
empathetic interactions and come across as more likeable.

Adding a friendly element to your interactions creates more opportunity for the
other person to want to help you. It also creates an environment that breeds
honesty, directness, and comfortability. Treat them like how you'd treat a new
friend!

Some things you can ask outside the 9-5 include:

 * Any cool trips coming up?
 * Have you tried xyz?
 * Are you up to anything fun this weekend? Tell me about it!
 * What was the highlight of your week?

CONTINUING THE CHAIN
One tip we always recommend is called Continuing the Chain. Continuing the Chain
means you should always ask to be introduced to someone new. It's best to have
someone already in mind (looking at someone's LinkedIn beforehand helps a lot).
Alternatively you can ask based on specific experiences or examples you're
looking to draw from.

When continuing the chain, it's important to be specific. Just asking someone to
introduce you to someone random doesn't help either person. Instead you'll want
to reference specific things you're trying to learn and ask about those. Don't
be shy with this either - if you've impressed the person you just spoke to,
they'd be more than happy to introduce you to someone they know since it only
helps their reputation for connecting smart people.

Some questions to ask to continue the china:

 * Is there someone on the QA team you can introduce me to so I can learn more
   about their process?
 * I saw you were connected with Joe McKay on LinkedIn - I noticed he's started
   his own podcast and I'm interested in learning more about his journey. Can
   you introduce me?
 * I'm actually looking at a role at Airbnb, who on their product team do you
   know? Can you introduce me?
 * One area I'm looking to learn more about is marketplaces, who in your network
   would you recommend I talk to to learn more about marketplaces? Can you
   introduce me?
 * Who are the smartest people you know? Can you introduce me to them?

FOLLOW UP!
The networking session goes well, then time passes and you never talk again.
Sound familiar? Too many times do we start building a relationship with someone
and then stop following up with them. It's important to follow up with
connections you make to maintain a healthy network.

You should look to continually follow up with people you're connected with. It
doesn't need to be every week - but once every quarter to twice a year works
perfect. Even simple catch-ups over email are enough to maintain a positive
relationship with someone.

Networking can be difficult and draining, especially for those of us who are
more introverted. However, we promise that in the end it's worthwhile! Hopefully
these four tips help you network more effectively, especially as a product
manager. Have any other tips? Reach out and let us know :)

"
565,Monday,02/24/2020,Data Science Prep <team@datascienceprep.com>,[ML] Square root of model scores: Affirm [Medium] ,"*Data Science Prep* 

Good morning!

Here's today's problem:

This problem was asked by Affirm.

Assume we have a classifier that produces a score between 0 and 1 for the
probability of a particular loan application behind a fraud. Say that for each
application’s score, we take the square root of that score. How would the ROC
curve change? If it doesn’t change, what kinds of functions would change the
curve?

"
566,Monday,02/24/2020,Daily Product Prep <daily@dailyproductprep.com>,"Daily Product Prep #46: How would you explain web cookies to
 someone non-technical?  ","*Product Management Prep* 

Good morning!

Here's today's problem:

This problem was asked by Airtable.

How would you explain web cookies to someone non-technical?

Make it harder? Use an analogy to simplify your solution.


"
567,Monday,02/24/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #462 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Oracle.

We say a number is sparse if there are no adjacent ones in its binary
representation. For example, 21 (10101) is sparse, but 22 (10110) is not. For a
given input N, find the smallest sparse number greater than or equal to N.

Do this in faster than O(N log N) time.

"
568,Tuesday,02/25/2020,Daily Product Prep <daily@dailyproductprep.com>,"Daily Product Prep #47: What's your favorite non-tech product that
 you use frequently? ","*Product Management Prep* 

Good morning!

Here's today's problem:

This problem was recently asked by Apple.

What's your favorite non-tech product that you use frequently?

For this problem we'll be using Inflatable Travel Pillows.

Make it harder? Provide at least one improvement to this product.


"
569,Tuesday,02/25/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #463 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Facebook.

On a mysterious island there are creatures known as Quxes which come in three
colors: red, green, and blue. One power of the Qux is that if two of them are
standing next to each other, they can transform into a single creature of the
third color.

Given N Quxes standing in a line, determine the smallest number of them
remaining after any possible sequence of such transformations.

For example, given the input ['R', 'G', 'B', 'G', 'B'], it is possible to end up
with a single Qux through the following steps:

        Arrangement       |   Change"
570,Wednesday,02/26/2020,Data Science Prep <team@datascienceprep.com>,"[Statistics] Simulating a standard normal distribution: Uber
 [Hard] ","*Data Science Prep* 

Good morning!

Here's today's problem:

This problem was asked by Uber.

Say you are given a random Bernoulli trial generator. How would you generate
values from a standard normal distribution?

"
571,Wednesday,02/26/2020,Daily Product Prep <daily@dailyproductprep.com>,"Daily Product Prep #48: Estimate the bandwidth required to support
 Spotify. ","*Product Management Prep* 

Good morning!

Here's today's problem:

This problem was asked recently by Spotify.

Estimate the bandwidth required to support our app.

Make it harder? Estimate in petabytes per month.

"
572,Wednesday,02/26/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #464 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Google.

Given a set of distinct positive integers, find the largest subset such that
every pair of elements in the subset (i, j) satisfies either i % j = 0 or j % i
= 0.

For example, given the set [3, 5, 10, 20, 21], you should return [5, 10, 20].
Given [1, 3, 6, 24], return [1, 3, 6, 24].

"
573,Thursday,02/27/2020,Daily Product Prep <daily@dailyproductprep.com>,"Daily Product Prep #49: Design a new way for tourists to
 communicate. ","*Product Management Prep* 

Good morning!

Here's today's problem:

This question was recently asked by Facebook.

I love travelling and meeting new people. Sometimes, though, it's hard to communicate in countries that don't primarily speak English. Design a new way for tourists to communicate.

Make it harder? Prioritize your feature set.

"
574,Thursday,02/27/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #465 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Google.

Given the head of a singly linked list, reverse it in-place.

"
575,Friday,02/28/2020,Data Science Prep <team@datascienceprep.com>,[ML] Bias-variance tradeoff: Microsoft [Medium] ,"*Data Science Prep* 

Good morning!

Here's today's problem:

This problem was asked by Microsoft.

What is the bias-variance tradeoff? How is it expressed using an equation?

"
576,Friday,02/28/2020,Daily Product Prep <daily@dailyproductprep.com>,Daily Product Prep #50: How would you improve Google Maps? ,"*Product Management Prep* 

Good morning!

Here's today's problem:

This problem was asked by Google.

How would you improve Google Maps?

Make it harder? Offer at least two big improvements.

"
577,Friday,02/28/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #466 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Amazon.

A tree is symmetric if its data and shape remain unchanged when it is reflected
about the root node. The following tree is an example:

        4
      / | \
    3   5   3
  /           \
9              9


Given a k-ary tree, determine whether it is symmetric.

"
578,Saturday,02/29/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #467 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

Given a real number n, find the square root of n. For example, given n = 9,
return 3.

"
579,Sunday,03/01/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #468 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Facebook.

Given an N by N matrix, rotate it by 90 degrees clockwise.

For example, given the following matrix:

[[1, 2, 3],
 [4, 5, 6],
 [7, 8, 9]]


you should return:

[[7, 4, 1],
 [8, 5, 2],
 [9, 6, 3]]


Follow-up: What if you couldn't use any extra space?

"
580,Monday,03/02/2020,Data Science Prep <team@datascienceprep.com>,[Probability] Number of cards before an ace: Lyft [Medium] ,"*Data Science Prep* 

Good morning!

Here's today's problem:

This problem was asked by Lyft.

How many cards would you expect to draw from a standard deck before seeing the
first ace?

"
581,Monday,03/02/2020,Daily Product Prep <daily@dailyproductprep.com>,"Daily Product Prep #51: What do you think are Airbnb's biggest
 risks? ","*Product Management Prep* 

Good morning!

Here's today's problem:

This problem was asked recently by Airbnb.

What do you think are Airbnb's biggest risks?

Make it harder? Name at least three and rank them.


"
582,Monday,03/02/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #469 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Facebook.

Mastermind is a two-player game in which the first player attempts to guess the
secret code of the second. In this version, the code may be any six-digit number
with all distinct digits.

Each turn the first player guesses some number, and the second player responds
by saying how many digits in this number correctly matched their location in the
secret code. For example, if the secret code were 123456, then a guess of 175286 
would score two, since 1 and 6 were correctly placed.

Write an algorithm which, given a sequence of guesses and their scores,
determines whether there exists some secret code that could have produced them.

For example, for the following scores you should return True, since they
correspond to the secret code 123456:

{175286: 2, 293416: 3, 654321: 0}


However, it is impossible for any key to result in the following scores, so in
this case you should return False:

{123456: 4, 345678: 4, 567890: 4}


"
583,Tuesday,03/03/2020,Daily Product Prep <daily@dailyproductprep.com>,"Daily Product Prep #52: Diagnose a 30% drop in usage on the Apple
 App store. ","*Product Management Prep* 

Good morning!

Here's today's problem:

This problem was asked by Apple.

Let's say App Store usage dropped 30%. What would you do?

Make it harder? The drop happens the month after the new iPhone launched.


"
584,Tuesday,03/03/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #470 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Google.

Given an array of numbers and an index i, return the index of the nearest larger
number of the number at index i, where distance is measured in array indices.

For example, given [4, 1, 3, 5, 6] and index 0, you should return 3.

If two distances to larger numbers are the equal, then return any one of them.
If the array at i doesn't have a nearest larger integer, then return null.

Follow-up: If you can preprocess the array, can you do this in constant time?

"
585,Wednesday,03/04/2020,Data Science Prep <team@datascienceprep.com>,[SQL] Spend by product: Uber [Easy] ,"*Data Science Prep* 

Good morning!

Here's today's problem:

This problem was asked by Uber.

Assume you are given the below table for spending activity by product type.
Write a query to calculate the cumulative spend for each product over time in
chronological order.

TOTAL_TRANSACTIONS
column_nametypeorder_idintegeruser_idintegerproduct_idstringspendfloatdate
datetime"
586,Wednesday,03/04/2020,Daily Product Prep <daily@dailyproductprep.com>,"Daily Product Prep #53: Tell me about an app you use on your phone
 every day. ","*Product Management Prep* 

Good morning!

Here's today's problem:

This problem was recently asked by Instagram.

Tell me about an app you use on your phone every day. Please don't use any Facebook products, including Instagram or WhatsApp.

For this problem we'll be using Splitwise, a shared bill and expense tracking app.

Make it harder? Time yourself. Be succinct: between 5 and 7 minutes.


"
587,Wednesday,03/04/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #471 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Amazon.

Given an integer N, construct all possible binary search trees with N nodes.

"
588,Thursday,03/05/2020,Daily Product Prep <daily@dailyproductprep.com>,"Daily Product Prep #54: How would you measure the success of the
 recommendation engine at Netflix? ","*Product Management Prep* 

Good morning!

Here's today's problem:

This problem was asked recently by Netflix.

How would you measure the success of the recommendation engine at Netflix?

Make it harder? Map at least 5 unique user behaviors.

"
589,Thursday,03/05/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #472 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Facebook.

Given the mapping a = 1, b = 2, ... z = 26, and an encoded message, count the
number of ways it can be decoded.

For example, the message '111' would give 3, since it could be decoded as 'aaa',
'ka', and 'ak'.

You can assume that the messages are decodable. For example, '001' is not
allowed.

"
590,Friday,03/06/2020,Data Science Prep <team@datascienceprep.com>,[Coding] Correlation by hand: Robinhood [Medium] ,"*Data Science Prep* 

Good morning!

Here's today's problem:

This problem was asked by Robinhood.

Write a program to calculate correlation (without any libraries except for math)
for two lists X and Y.

"
591,Friday,03/06/2020,Daily Product Prep <daily@dailyproductprep.com>,Daily Product Prep #55: Help RealSelf expand into South Korea. ,"*Product Management Prep* 

Good morning!

Here's today's problem:

This problem was asked recently by RealSelf.

Let's say RealSelf selected South Korea as the next market to expand into. Walk me through your strategy.

RealSelf is a healthcare marketplace where consumers research aesthetic treatments (plastic surgery, etc.) and connect with physicians.

Make it harder? Your strategy should consider both supply and demand.



"
592,Friday,03/06/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #473 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Yahoo.

Write an algorithm that computes the reversal of a directed graph. For example,
if a graph consists of A -> B -> C, it should become A <- B <- C.

"
593,Saturday,03/07/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #474 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Google.

Find the minimum number of coins required to make n cents.

You can use standard American denominations, that is, 1¢, 5¢, 10¢, and 25¢.

For example, given n = 16, return 3 since we can make it with a 10¢, a 5¢, and a
1¢.

"
594,Sunday,03/08/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #475 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Google.

Implement locking in a binary tree. A binary tree node can be locked or unlocked
only if all of its descendants or ancestors are not locked.

Design a binary tree node class with the following methods:

 * is_locked, which returns whether the node is locked
 * lock, which attempts to lock the node. If it cannot be locked, then it should
   return false. Otherwise, it should lock it and return true.
 * unlock, which unlocks the node. If it cannot be unlocked, then it should
   return false. Otherwise, it should unlock it and return true.

You may augment the node to add parent pointers or any other property you would
like. You may assume the class is used in a single-threaded program, so there is
no need for actual locks or mutexes. Each method should run in O(h), where h is
the height of the tree.

"
595,Monday,03/09/2020,Data Science Prep <team@datascienceprep.com>,[Statistics] MLE vs. MAP: Netflix [Hard] ,"*Data Science Prep* 

Good morning!

Here's today's problem:

This problem was asked by Netflix.

What are MLE and MAP? What is the difference between the two?

"
596,Monday,03/09/2020,Daily Product Prep <daily@dailyproductprep.com>,"Daily Product Prep #56: Why did Stripe launch Stripe Atlas, Stripe
 Press, and acquire Indie Hackers? ","*Product Management Prep* 

Good morning!

Here's today's problem:

This problem was asked recently by Stripe.

Why did Stripe launch Stripe Atlas, Stripe Press, and acquire Indie Hackers?

Stripe Atlas is a service that lets you create a company easily by handling paperwork, bank visits, and legal services online.

Stripe Press publishes books relating to economic and technological advancement.

Indie Hackers is a website and community of independent bootstrapped entrepreneurs starting businesses.

Make it harder? Be concise - time yourself and answer in under 3 minutes.


"
597,Monday,03/09/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #476 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Google.

You are given an array of length n + 1 whose elements belong to the set {1, 2,
..., n}. By the pigeonhole principle, there must be a duplicate. Find it in
linear time and space.

"
598,Tuesday,03/10/2020,Daily Product Prep <daily@dailyproductprep.com>,"Daily Product Prep #57: What is the benefit of a control group
 when testing? ","*Product Management Prep* 

Good morning!

Here's today's problem:

This problem was recently asked by Yelp.

What is the benefit of having a control group when testing?

Make it harder? Give an example to help illustrate your point.


"
599,Tuesday,03/10/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #477 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Dropbox.

What does the below code snippet print out? How can we fix the anonymous
functions to behave as we'd expect?

functions = []
for i in range(10):
    functions.append(lambda : i)

for f in functions:
    print(f())


"
600,Wednesday,03/11/2020,Data Science Prep <team@datascienceprep.com>,[ML] Modeling listing revenue: Airbnb [Medium] ,"*Data Science Prep* 

Good morning!

Here's today's problem:

This problem was asked by Airbnb.

Say you are modeling the yearly revenue of new listings. What kinds of features
would you use? What data processing steps need to be taken, and what kind of
model would run?

"
601,Wednesday,03/11/2020,Daily Product Prep <daily@dailyproductprep.com>,Daily Product Prep #58: What's your favorite product and why? ,"*Product Management Prep* 

Good morning!

Here's today's problem:

This problem was recently asked by Amazon.

What's your favorite product and why?

For this problem we'll be using Netflix.

Make it harder? Follow along and use Netflix as your answer.


"
602,Wednesday,03/11/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #478 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Google.

Implement a file syncing algorithm for two computers over a low-bandwidth
network. What if we know the files in the two computers are mostly the same?

"
603,Thursday,03/12/2020,Daily Product Prep <daily@dailyproductprep.com>,Daily Product Prep #59: Explain statistical significance. ,"*Product Management Prep* 

Good morning!

Here's today's problem:

This problem was recently asked by Quora.

Explain statistical significance and why it's important.

Make it harder? Say your answer out loud - do so in under 1 minute.


"
604,Thursday,03/12/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #479 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Microsoft.

Given a number in the form of a list of digits, return all possible
permutations.

For example, given [1,2,3], return 
[[1,2,3],[1,3,2],[2,1,3],[2,3,1],[3,1,2],[3,2,1]].

"
605,Friday,03/13/2020,Data Science Prep <team@datascienceprep.com>,[Product/Statistics] Improving signups: Quora [Easy] ,"*Data Science Prep* 

Good morning!

Here's today's problem:

This problem was asked by Quora.

Assume you want to test whether a new feature increases signups to the site. How
would you run this experiment? What statistical test(s) would you use?

"
606,Friday,03/13/2020,Daily Product Prep <daily@dailyproductprep.com>,"Daily Product Prep #60: Airbnb made a feature to increase business
 travel. How would you measure it's success? ","*Product Management Prep* 

Good morning!

Here's today's problem:

This question was recently asked by Google.

Imagine that you are a PM at Airbnb, and you are assigned to build a new way for businesses to travel. How would you measure if this hypothetical feature was successful?

Make it harder? Analyze core behaviors.


"
607,Friday,03/13/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #480 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Microsoft.

Given a dictionary of words and a string made up of those words (no spaces),
return the original sentence in a list. If there is more than one possible
reconstruction, return any of them. If there is no possible reconstruction, then
return null.

For example, given the set of words 'quick', 'brown', 'the', 'fox', and the
string ""thequickbrownfox"", you should return ['the', 'quick', 'brown', 'fox'].

Given the set of words 'bed', 'bath', 'bedbath', 'and', 'beyond', and the string
""bedbathandbeyond"", return either ['bed', 'bath', 'and', 'beyond] or ['bedbath',
'and', 'beyond'].

"
608,Saturday,03/14/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #481 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Jane Street.

Given an arithmetic expression in Reverse Polish Notation
[https://en.wikipedia.org/wiki/Reverse_Polish_notation], write a program to
evaluate it.

The expression is given as a list of numbers and operands. For example: [5, 3,
'+'] should return 5 + 3 = 8.

For example, [15, 7, 1, 1, '+', '-', '/', 3, '*', 2, 1, 1, '+', '+', '-'] should
return 5, since it is equivalent to ((15 / (7 - (1 + 1))) * 3) - (2 + (1 + 1)) =
5.

You can assume the given expression is always valid.

"
609,Sunday,03/15/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #482 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Google.

Given a binary search tree and a range [a, b] (inclusive), return the sum of the
elements of the binary search tree within the range.

For example, given the following tree:

    5
   / \
  3   8
 / \ / \
2  4 6  10


and the range [4, 9], return 23 (5 + 4 + 6 + 8).

"
610,Monday,03/16/2020,Data Science Prep <team@datascienceprep.com>,[Probability] First to roll side k: Lyft [Medium] ,"*Data Science Prep* 

Good morning!

Here's today's problem:

This problem was asked by Lyft.

A and B are playing the following game: a number k from 1-6 is chosen, and A and
B will toss a die until the first person sees the side k, and that person gets
$100. How much is A willing to pay to play first in this game?

"
611,Monday,03/16/2020,Daily Product Prep <daily@dailyproductprep.com>,"Daily Product Prep #61: Spotify installs increased 25%. What
 happened? ","*Product Management Prep* 

Good morning!

Here's today's problem:

This problem was recently asked by Spotify.

Let's say our installs increased 25% — what are reasons this might have happened?

Make it harder? Provide four different reasons why this could have happened.


"
612,Monday,03/16/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #483 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Bloomberg.

There are N prisoners standing in a circle, waiting to be executed. The
executions are carried out starting with the kth person, and removing every
successive kth person going clockwise until there is no one left.

Given N and k, write an algorithm to determine where a prisoner should stand in
order to be the last survivor.

For example, if N = 5 and k = 2, the order of executions would be [2, 4, 1, 5,
3], so you should return 3.

Bonus: Find an O(log N) solution if k = 2.

"
613,Tuesday,03/17/2020,Daily Product Prep <daily@dailyproductprep.com>,Daily Product Prep #62: Pick any product and improve it. ,"*Product Management Prep* 

Good morning!

Here's today's problem:

This problem was recently asked by Airbnb.

Pick any product, not including Airbnb. How would you make it better?

For this solution, we'll be using Twitch.

Make it harder? Follow along and use Twitch in your response.


"
614,Tuesday,03/17/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #484 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Dropbox.

Given the root to a binary search tree, find the second largest node in the
tree.

"
615,Wednesday,03/18/2020,Data Science Prep <team@datascienceprep.com>,[Statistics] Independent and uncorrelated: Stripe [Hard] ,"*Data Science Prep* 

Good morning!

Here's today's problem:

This problem was asked by Stripe.

Say we have two random variables X and Y. What does it mean for X and Y to be
independent? What about uncorrelated? Give an example where X and Y are
uncorrelated but not independent.

"
616,Wednesday,03/18/2020,Daily Product Prep <daily@dailyproductprep.com>,Daily Product Prep #63: Design a better dog collar. ,"*Product Management Prep* 

Good morning!

Here's today's problem:

This question was recently asked by Apple.

Design a better dog collar.

Make it harder? Propose at least three different improvements you can make to existing collars.


"
617,Wednesday,03/18/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #485 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Amazon.

Given an integer k and a string s, find the length of the longest substring that
contains at most k distinct characters.

For example, given s = ""abcba"" and k = 2, the longest substring with k distinct
characters is ""bcb"".

"
618,Thursday,03/19/2020,Daily Product Prep <daily@dailyproductprep.com>,"Daily Product Prep #64: What is the size of the food delivery
 market in the United States? ","*Product Management Prep* 

Good morning!

Here's today's problem:

This problem was asked recently by Uber.

What is the size of the food delivery market in the United States?

Make it harder? Provide a bottom-up analysis.


"
619,Thursday,03/19/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #486 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Pinterest.

At a party, there is a single person who everyone knows, but who does not know
anyone in return (the ""celebrity""). To help figure out who this is, you have
access to an O(1) method called knows(a, b), which returns True if person a 
knows person b, else False.

Given a list of N people and the above operation, find a way to identify the
celebrity in O(N) time.

"
620,Friday,03/20/2020,Data Science Prep <team@datascienceprep.com>,[Probability] Flipping game: Facebook [Easy] ,"*Data Science Prep* 

Good morning!

Here's today's problem:

This problem was asked by Facebook.

You and your friend are playing a game. The two of you will continue to toss a
coin until the sequence HH or TH shows up. If HH shows up first, you win. If TH
shows up first, your friend wins. What is the probability of you winning?

"
621,Friday,03/20/2020,Daily Product Prep <daily@dailyproductprep.com>,"Daily Product Prep #65: How would you measure the success of
 improvements made to Uber's referral system? ","*Product Management Prep* 

Good morning!

Here's today's problem:

This question was recently asked by Uber.

Let's say we changed our referral system. How would you measure it's success?

Make it harder? Analyze core behaviors.


"
622,Friday,03/20/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #487 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Yext.

Two nodes in a binary tree can be called cousins if they are on the same level
of the tree but have different parents. For example, in the following diagram 4 
and 6 are cousins.

    1
   / \
  2   3
 / \   \
4   5   6


Given a binary tree and a particular node, find all cousins of that node.

"
623,Saturday,03/21/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #488 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Netflix.

Implement a queue using a set of fixed-length arrays.

The queue should support enqueue, dequeue, and get_size operations.

"
624,Sunday,03/22/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #489 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Google.

Given an array of elements, return the length of the longest subarray where all
its elements are distinct.

For example, given the array [5, 1, 3, 5, 2, 3, 4, 1], return 5 as the longest
subarray of distinct elements is [5, 2, 3, 4, 1].

"
